name_track,artist_track,uri_track,popularity,tempo,genres
Whatsapp,Lexy Lyam,spotify:track:3mPaxgUagQRpnZkLVXyjAT,3,178,
No Te Enamores - Remix,Milly,spotify:track:2mM3gZ0BbPwPPMelbA8vgt,66,100,
Soltero,Dago La Melodia,spotify:track:0Tt4ivbgcG9QqyDoTeT13s,18,95,
Miedito o Qué? (feat. KAROL G),Ovy On The Drums,spotify:track:7MoZgM6AsQaZw14WnKopuy,68,96,"colombian pop, reggaeton colombiano, urbano latino"
Chica Ideal,Sebastian Yatra,spotify:track:21N4Buj4xsyLb218lYle61,71,101,"colombian pop, latin pop, reggaeton, reggaeton colombiano, urbano latino"
"La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",Jay Wheeler,spotify:track:7LE1K0lZyRFZjSlrnm7lfD,66,90,"reggaeton, trap latino, urbano latino"
Ponte Pa' Mi,Justin Quiles,spotify:track:4C6BlqqMwjFzOXzqpTeoWR,62,92,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Manrike,Dabaar,spotify:track:7Mgkb0UyZ97Ljl2mNlmYt7,10,174,
Mala Costumbre,Manuel Turizo,spotify:track:70uX4beGHc1nQikXveOknp,65,96,"colombian pop, reggaeton, reggaeton colombiano, trap latino, urbano latino"
Ayer Me Llamó Mi Ex – Remix,KHEA,spotify:track:59nnGpAU3AiL2tD0o2It11,63,117,"argentine hip hop, trap argentino, trap latino, trap triste, urbano latino"
La Tóxica (feat. Jay Wheeler & Tempo) - Remix,Farruko,spotify:track:4gChz67rTHfVzKCZAHsifM,59,92,"reggaeton, trap latino, urbano latino"
De Vuelta Pa' La Vuelta,Daddy Yankee,spotify:track:7AUhck1sPy11OExQmDDx4P,71,94,"latin hip hop, reggaeton, trap latino, urbano latino"
Como Si Nada,ADSO,spotify:track:5H0NnVnY1a7BguEmVTPQOR,0,178,"trap latino, trap venezolano, urbano latino, venezuelan hip hop"
Vudú,Anto La Calle,spotify:track:6o5ckh8qV1tFjBHZXHczCx,7,109,"mexican hip hop, trap mexicano"
Reloj,Martin Malon,spotify:track:2X5N91x5KSbJgQfxc88myq,30,176,
Mamase Mamasa Mamasuelta - Remix,Eduardo Luzquiños,spotify:track:1AkRrt5fZ1w2Ljo0nhV14r,44,186,
"La Curiosidad (feat. Dj Nelson, Arcangel, Zion & Lennox, De La Ghetto & Brray) - Red Grand Prix Remix",Jay Wheeler,spotify:track:5E97zd7EDczPvQ6GRNr6y2,47,180,"reggaeton, trap latino, urbano latino"
No Me Acostumbro,Wisin,spotify:track:1dFvzd0wivuzxU2BLcEynb,52,180,"electro latino, reggaeton, trap latino, urbano latino"
Hasta Cuándo,Canserbero,spotify:track:1eZPYUfGpurdK2ZjmCrk9z,52,86,"boom bap espanol, rap conciencia, rap politico, venezuelan hip hop"
In my feelings (Spanish Version),Garate,spotify:track:1c3iGtrDkmCoptGgkdGZ4G,27,182,"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap"
CORONE,Feid,spotify:track:6xJp1Tz9uUhfgFlrpznD4k,56,168,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
CHIMBITA,Feid,spotify:track:5Qu488SxfRwIYalrMMjmE7,56,186,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
TENGO FE,Feid,spotify:track:5rkfAeAGqww7UUGkqGZ1Wr,55,160,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
COMO CUANDO,Feid,spotify:track:3dtBWbot9d7XZYGHM5kl7V,52,85,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
JORDAN IV,Feid,spotify:track:4hWHK5zIcv6yji8GsCSmAb,55,166,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
FUMETEO,Feid,spotify:track:1OO9fI0XraqhRVZlMJEp6l,53,94,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
PURRITO APA,Feid,spotify:track:1epyvAxnYmVKS0UVn9Wsln,54,111,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
XXXX,Feid,spotify:track:4sEbyXOOAjrPHkaK8O3y2G,51,82,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
FERXXO VI,Feid,spotify:track:1IFpEIKGWcHuWftxKWIIr6,50,148,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
HULU,Feid,spotify:track:17bTBbeFGkKUAisHzk6ngP,50,174,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
HECTOL,Feid,spotify:track:2KzW8jAkqgHtqdPSmoCSag,52,90,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
EL PADRINO,Feid,spotify:track:31IhRKYBQw8qnWvzRXqnLB,53,176,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
TE MATA,Feid,spotify:track:1hPnBcozEKtGzriBxg60SP,53,170,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
14 De Febrero,Feid,spotify:track:4gxth3dfoNKVku4DDB3R79,55,169,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
SI TÚ SUPIERAS,Feid,spotify:track:6qtDKAKZhJfVziibsoGBBj,69,175,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
VACAXIONES,Feid,spotify:track:5QLs1kIWkkxcdUBfTkqWBX,70,90,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
FRIKI,Feid,spotify:track:2WrqTrNIHqfcMCgmEo0A7E,72,95,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Monastery,Ryan Castro,spotify:track:0lBYoRwjutFWOBGfQ2uMGk,58,89,"reggaeton, trap colombiano, trap latino, urbano latino"
COMMENT,Feid,spotify:track:4cjmzyooA8MkQAKrfESAoo,63,180,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
8 DIAX,Feid,spotify:track:52ZI5nsIiC5Zh6z5ufTYAK,69,180,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
RUDEBOYZ,Feid,spotify:track:19bRjBsNb33qkJkyYNZT16,56,90,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
AMOR DE MI VIDA,Feid,spotify:track:2C6eINAA8cO6e5a8PjnWsK,73,172,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
FUMETEO - Remix,Feid,spotify:track:5SXG3VyqqWkzr4a3sUnupK,60,94,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
MIONCA AL BLOQUE,Feid,spotify:track:0mIFOa5E7widNaQ76voSN1,60,170,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Homerun (Intro),Paulo Londra,spotify:track:7kh95COsNZjnTmc6aF76n7,64,135,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Tal Vez,Paulo Londra,spotify:track:5jW3rF4URMdK7tO2xjS5EI,78,162,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
No Puedo,Paulo Londra,spotify:track:6MbSMSXrSlvsyHf4kcaLQi,70,140,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Adan y Eva,Paulo Londra,spotify:track:132ALUzVLmqYB4UsBj5qD6,73,172,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Demasiado Loco,Paulo Londra,spotify:track:1algWk375QvT1XNJJbRsGM,68,85,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Maldita Abusadora,Paulo Londra,spotify:track:2l7CpLcHxJeiWibGWftnew,64,118,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Y Yo No Sé,Paulo Londra,spotify:track:5tCIr5bTv77OTVBvwLtlSM,59,160,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
So Fresh,Paulo Londra,spotify:track:4Egu7kAjEmygXrtX2n7AIV,58,97,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Querido Amigo,Paulo Londra,spotify:track:34w1ycoersTjtBsRQsKzgT,67,124,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Romeo y Julieta,Paulo Londra,spotify:track:3lSfq8WiDcQXEn8sqHCTZZ,62,130,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,spotify:track:3H9GDhVVTlmFQSmpt51qiP,64,130,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Forever Alone,Paulo Londra,spotify:track:4b2V2ZuTYELubat4l5qZaE,68,130,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Condenado Para El Millón,Paulo Londra,spotify:track:5VIlWNT4PbYNoZLwVNz4lk,62,75,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Nena Maldición (feat. Lenny Tavárez),Paulo Londra,spotify:track:77dMSg2VHi2wwXjXNrmcrZ,77,119,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Dímelo,Paulo Londra,spotify:track:4DDrWnqgD1IdMvbpJXdoO9,62,135,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Sigan Hablando de Mi,Paulo Londra,spotify:track:5Kr3a1wbMDSxdgDZzJhxhy,57,95,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Te Amo,Piso 21,spotify:track:2RVrdr062uLFxXwIxwdXPH,73,98,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino"
Adan y Eva,Paulo Londra,spotify:track:6FyRXC8tJUh863JCkyWqtk,71,172,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Cuando Te Besé,Becky G,spotify:track:2XXMDz7SPZ4mSFN1PXfHUy,68,100,"latin pop, latin viral pop, rap latina, reggaeton, urbano latino"
"Honey, I'm Good.",Andy Grammer,spotify:track:4MflGTO2ZTcSQ12bWcyRgI,72,122,"neo mellow, post-teen pop"
In Da Club,50 Cent,spotify:track:7iL6o9tox1zgHpKUfh9vuC,84,90,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap"
Pero Ya No,Bad Bunny,spotify:track:75pQqzwgCjUOSSy5CpmAjy,71,148,"musica chihuahuense, nueva musica mexicana"
Yo Perreo Sola,Bad Bunny,spotify:track:0SqqAgdovOE24BzxIClpjw,77,97,"musica chihuahuense, nueva musica mexicana"
Bichiyal,Bad Bunny,spotify:track:4j4w4CXm6BSr0s25wAWrrX,76,94,"musica chihuahuense, nueva musica mexicana"
Soliá,Bad Bunny,spotify:track:7sOfmPd18RWp3FoCzpa7Kw,75,92,"musica chihuahuense, nueva musica mexicana"
La Zona,Bad Bunny,spotify:track:5kqNIqFjijuzvVLhuY9B8j,78,94,"musica chihuahuense, nueva musica mexicana"
Que Malo,Bad Bunny,spotify:track:53v2u51nq3CxiKUNphRzP1,75,94,"musica chihuahuense, nueva musica mexicana"
Vete,Bad Bunny,spotify:track:2n7ohqg1s68ToAHh4u9mcW,76,92,"musica chihuahuense, nueva musica mexicana"
Ignorantes,Bad Bunny,spotify:track:38RIEav39FGi86jppxO0du,73,96,"musica chihuahuense, nueva musica mexicana"
Safaera,Bad Bunny,spotify:track:2DEZmgHKAvm41k4J3R2E9Y,79,96,"musica chihuahuense, nueva musica mexicana"
25/8,Bad Bunny,spotify:track:4NqQaovM14WR2hNPMFxgjb,71,152,"musica chihuahuense, nueva musica mexicana"
Está Cabrón Ser Yo,Bad Bunny,spotify:track:4saHEjXw7O1NXJOzBkUKKG,71,154,"musica chihuahuense, nueva musica mexicana"
Puesto Pa' Guerrial,Bad Bunny,spotify:track:5gCg2qMPzKkW4jS4dBKdDs,63,140,"musica chihuahuense, nueva musica mexicana"
P FKN R,Bad Bunny,spotify:track:0fgsKar6uBO08vzHXkTjWi,66,101,"musica chihuahuense, nueva musica mexicana"
Ta To Gucci (Remix),Cauty,spotify:track:7kuRvjpeUcn6qNV9IBXC2C,60,188,"trap latino, urbano latino"
Orphanization,Don Omar,spotify:track:2d1uRZeQ1M4SWXnuwkOmlW,30,166,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
El Duro,Don Omar,spotify:track:0uRjvDeJ82LkwxEYxfxaF2,46,158,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Hasta Abajo,Don Omar,spotify:track:0Z2OhR9OoUdZ9rhEy9ECkq,67,180,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Angeles Y Demonios,Don Omar,spotify:track:1KkY4e8dHbAL9QeFAYKPRJ,42,79,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Good Looking,Don Omar,spotify:track:6W3ZaOQ1pAw1WDMq1Ljibk,45,93,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Taboo,Don Omar,spotify:track:2rRK7oBzercpZVcavz2cUB,51,125,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Viviendo Con El Enemigo,Don Omar,spotify:track:07keZaB7dS0W7STpLq1oad,30,110,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Sr. Destino,Don Omar,spotify:track:1OGMPaQzTDyQsffN06XRn7,28,96,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Huerfano De Amor,Don Omar,spotify:track:7jAT2TWuQlkURaahFV482B,32,140,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Ella Ella,Don Omar,spotify:track:3aeMjAVxpk9pJTgWWQ9V4l,37,97,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Danza Kuduro,Don Omar,spotify:track:6DXLO8LndZMVOHM0wNbpzg,76,130,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Luna Llena,Don Omar,spotify:track:0rq0WWOhcrzeyF1uEiMh2C,32,98,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
RX,Don Omar,spotify:track:3NgDulHteTVdF026IxY5bW,61,180,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Carta Al Cielo,Don Omar,spotify:track:0z7rQvtnC3jUtZ9OZxOTte,31,148,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Asesina,Brytiago,spotify:track:6rbhaJsE4uLzpPf8WYSHDK,9,94,"trap boricua, trap latino, trap triste, urbano latino"
Pecado Mortal,Juanka,spotify:track:7jvUCRMFsXSYQe4PZqti9n,42,88,"puerto rican pop, reggaeton, trap latino, urbano latino"
Pa' Que Retozen,Tego Calderón,spotify:track:5YJ4BVvTFmVCxUyhKejHfR,83,92,"latin hip hop, rap boricua, reggaeton, trap latino, urbano latino"
Alguien,Chencho Corleone,spotify:track:5hQqpIO4LsFuoEv5y7pFYz,0,130,"reggaeton, trap latino, urbano latino"
La llevo al cielo,Chencho,spotify:track:6tLAvJLpTWc7kHVcBefi6r,0,156,"reggaeton, trap latino, urbano latino"
TE FUISTE,Enrique Iglesias,spotify:track:0qV3ZLVDdRisXy3cbhZLQW,53,82,"dance pop, latin pop, mexican pop"
Hunter,Rauw Alejandro,spotify:track:0f3G2xbHYRA3d0118zBHfH,0,140,"pop, r&b en espanol"
No Me Acueldo,Sitoonce,spotify:track:62WPCUZqZ2nHZHrnAgmV6A,3,94,
Con Otro,Andry Kiddos,spotify:track:7LGSyd539njNtqA6GfgCVv,33,112,"colombian pop, electro latino, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino"
Desesperados,Rauw Alejandro,spotify:track:6ZOcbKub95XSDESsKKuH41,80,90,"pop, r&b en espanol"
Damn Wey,Antonio Vigon,spotify:track:5AIUc0eWK73gXPW43kEhbp,17,192,
Rico,Gabriele,spotify:track:6JVWLxNJRISz9gLGxPcBrP,10,170,instrumental lullaby
X2 - Remix,Jossef,spotify:track:3fEUTIXek0kTmpnGAWNWxX,42,92,"reggaeton, urbano latino"
All Eyes On Me,Jossef,spotify:track:6M62Rj3Fllg7zOei8YJv8z,18,176,"reggaeton, urbano latino"
Dile (Homenaje),Jhayco,spotify:track:073yIM7v2j6XadD4Nkn0Fh,68,93,"reggaeton, trap latino, urbano latino"
Intercambio (Comment allez-vous),Calacote,spotify:track:4Z9ZVjO3ZqnHifdVipMKJm,34,120,
Repeat,NATYASH,spotify:track:4vwGnbTsht7C2R6VBK0JUK,5,170,"dance pop, pop, post-teen pop"
Tranquila,FMK,spotify:track:5NMPnWUDvXr8Vnauv7I7YZ,62,96,modern alternative pop
RAYITO,Reijy,spotify:track:3TkeX90cJmO7F4k8z4ad0q,20,106,
Mala,Génesis,spotify:track:0GjgcV73X0WTQqjn55oF8v,6,82,"art pop, canadian electropop, grave wave, indietronica, metropopolis, neo-synthpop"
Hasta Que Me Perdones,Jossef,spotify:track:7L6wqeHf0pAGUbSb7mhq3a,24,129,"reggaeton, urbano latino"
En la Oscuridad,LIT killah,spotify:track:4OrAAeefsDOdUSfE87C6WR,63,100,"latin viral pop, reggaeton mexicano, urbano mexicano"
Wow Wow (feat. Becky G),Maria Becerra,spotify:track:20ChN6ZWJ2yhuXcE6SKHDM,63,176,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Entre Nosotros (Remix) [con Nicki Nicole],Tiago PZK,spotify:track:4TGwERXRlyQtBdggYTHo6j,76,170,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
2/Catorce,Rauw Alejandro,spotify:track:71R8HJxQk5qMiRstrlXN9t,70,84,"pop, r&b en espanol"
"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,spotify:track:6dyUkkcyYuDiHOwIRXYOJm,62,92,"electro latino, reggaeton, trap latino, urbano latino"
Nostálgico,Rvssian,spotify:track:2BEcap3xJtmiPaHKyfQi4e,79,98,"reggaeton, trap latino, urbano latino"
YO SE QUE TU (feat. Rusherking),FMK,spotify:track:4M4DTyLupKvbJKlE4I4EYq,60,92,modern alternative pop
Asi Eh - Remix,Miky Woodz,spotify:track:5yyxjJEMqSyCySMM9MAoJI,52,176,"reggaeton, trap latino, urbano latino"
Extasy,Myke Towers,spotify:track:4hnwfhQbZKaNpC1q9zgB4A,66,98,"trap boricua, trap latino, trap triste, urbano latino"
Dile a El,Rauw Alejandro,spotify:track:13Tbv4nflNxg9kYBIbJnd9,73,90,"pop, r&b en espanol"
Aquel Nap ZzZz,Rauw Alejandro,spotify:track:2qyLvNLktrdc67OgaayqMW,1,80,"pop, r&b en espanol"
Bailando Te Conocí,Rusherking,spotify:track:0vvuIsoJ101Hme1VIXBIEi,62,100,"latin arena pop, latin pop, mexican pop, reggaeton"
como si no importara,Emilia,spotify:track:1GYJpuLq41vEVKXiHGEY9j,67,95,"afro r&b, afrobeats"
IMPOSIBLE - REMIX,Blessd,spotify:track:5eaLGyPrVG7FbZ5vVnBm93,61,84,"corrido, nueva musica mexicana, sad sierreno"
Problemón,Alvaro Diaz,spotify:track:2Q4MRMnSAMckugCtR5jgXT,69,92,"colombian pop, latin pop, reggaeton, reggaeton colombiano, urbano latino"
rápido lento,Emilia,spotify:track:4xv2A022v5A8nyewDkYOkQ,60,80,"afro r&b, afrobeats"
La Old Skul,Rauw Alejandro,spotify:track:4Z8HZSApeddaRM2ovivUj4,73,105,"pop, r&b en espanol"
EXPERIMENTO,Myke Towers,spotify:track:6c32C8T3KlXrbvWSoD5aON,73,110,"trap boricua, trap latino, trap triste, urbano latino"
Sabe,Nicki Nicole,spotify:track:0XYZhJIcwKNjd0tjbSXwaQ,59,93,"corrido, nueva musica mexicana, sad sierreno"
TITAN,Salastkbron,spotify:track:5fBQLapwAPSLw27STml9kr,1,180,"argentine hip hop, rap latina"
Los Malvekes,Cris Mj,spotify:track:1AnJQd8TfkhK6M3VgZDVv1,3,96,"mambo chileno, urbano chileno"
Don Omar RKT,GON RMX,spotify:track:5av7IXa8tyiEn8L8x4baCP,54,83,rkt
Borracho,Sech,spotify:track:0rsTDgGRlXKuzSAxcdb4Ns,63,93,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,spotify:track:2Gq636OOGgxCTqEuzCZhsa,17,96,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Mujeriego,Ryan Castro,spotify:track:78kygHp1dvW1kncYjBgbe1,73,80,"reggaeton, trap colombiano, trap latino, urbano latino"
Mi Gata,Standly,spotify:track:6J8lLpZoRCmB5pTrnB5jpV,67,95,urbano chileno
La Ocasión - Remix,DJ Luian,spotify:track:1M9gupJZxS3LdK8R6UZfYH,63,134,"reggaeton, reggaeton flow, trap latino, urbano latino"
En la Intimidad,Ozuna,spotify:track:45qvBgXbCxkmRYKNJQFm3g,63,113,"puerto rican pop, reggaeton, trap latino, urbano latino"
"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)",De La Ghetto,spotify:track:498YWgZPJWIA4lphXtCNma,0,134,"reggaeton, reggaeton flow, trap latino, urbano latino"
Ahora Dice,Chris Jedi,spotify:track:5LVoGJTyG6fLJgoGkY2QAZ,0,144,"reggaeton, trap latino, urbano latino"
Caile (feat. Zion & De La Ghetto),Revol,spotify:track:626rYyBfeAeleh1F5t4B70,0,130,indie pop
"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Ozuna,spotify:track:2FrnTVSHjgnEylKGdHRUK1,0,118,"puerto rican pop, reggaeton, trap latino, urbano latino"
"Ella y Yo (feat. Farruko, Tempo, Anuel Aa, Almighty & Bryant Myers)",Pepe Quintana,spotify:track:2rEkxxDFjrbiNjZZvzZf5q,0,124,"reggaeton, reggaeton flow, trap latino, urbano latino"
47 - Remix,Anuel AA,spotify:track:6IoKSUyNOOheJRjiuGb1ew,69,146,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino"
La Última Vez,Anuel AA,spotify:track:4J1e3hbf0e5YUZjkxyJWD3,0,97,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino"
Soy Peor,Bad Bunny,spotify:track:5MT96Zz0ymUJNm8obKZQr0,0,116,"musica chihuahuense, nueva musica mexicana"
Me Mata,Bad Bunny,spotify:track:2wgDAPgBhFA7pnIbm0YOhP,73,114,"musica chihuahuense, nueva musica mexicana"
"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",Jon Z,spotify:track:4COGASZEbAxmH6k5gYMo6G,73,108,"reggaeton, trap latino, urbano latino"
Krippy Kush,Farruko,spotify:track:3rgjBiAMVGnxmsTDmUy8vb,0,163,"reggaeton, trap latino, urbano latino"
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcángel,spotify:track:6NSMQFKgjpQb0KkjMDYIK0,78,120,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Ahora Me Llama,KAROL G,spotify:track:4jhIWuW51XDplWJRfnG7AU,60,135,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Me Acostumbre (feat. Bad Bunny),Arcángel,spotify:track:2FIm6YsSGL5acOqSuJDh5s,70,124,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Vuelve,Daddy Yankee,spotify:track:0gCPvo1GkbtPhMqg5Gbx1K,77,130,"latin hip hop, reggaeton, trap latino, urbano latino"
Explícale,Yandel,spotify:track:48yAM9xWBwT4Ac9G1y20rw,0,125,"latin hip hop, reggaeton, trap latino, urbano latino"
Sensualidad,Bad Bunny,spotify:track:5hcisvFMidkMJlElTO9Qmw,73,140,"musica chihuahuense, nueva musica mexicana"
Blockia,Bad Bunny,spotify:track:3uPLiBTUgz7wrGJ2mw1rzM,57,138,"musica chihuahuense, nueva musica mexicana"
Dime Si Vas a Volver,Bad Bunny,spotify:track:5rqTZC65iasIJYBwJnUZaM,0,180,"musica chihuahuense, nueva musica mexicana"
Mayores,Becky G,spotify:track:7JNh1cfm0eXjqFVOzKLyau,65,97,"latin pop, latin viral pop, rap latina, reggaeton, urbano latino"
Síguelo Bailando,Ozuna,spotify:track:5Y9fnynLlIvqtM710MHzfz,70,98,"puerto rican pop, reggaeton, trap latino, urbano latino"
Netflixxx,Brytiago,spotify:track:5gFAT2DbEt4TOMXyAMEixG,15,135,"trap boricua, trap latino, trap triste, urbano latino"
"Tu No Metes Cabra Remix (feat. Daddy Yankee, Anuel AA & Cosculluela)",Bad Bunny,spotify:track:0QQNA8bZqefrGfsShzlZkb,0,92,"musica chihuahuense, nueva musica mexicana"
Amantes de una Noche,NATTI NATASHA,spotify:track:2iCOdoyDmWG3hWkbtH1KB2,66,87,"latin hip hop, reggaeton, trap latino, urbano latino"
Solita,Ozuna,spotify:track:7rwX0O3RlxqqIjQM8evm5E,76,138,"puerto rican pop, reggaeton, trap latino, urbano latino"
Tu Foto,Ozuna,spotify:track:0Szp49tpFasIjX04Mcsydp,0,176,"puerto rican pop, reggaeton, trap latino, urbano latino"
Fantasía,Alex Sensation,spotify:track:72BQwM1wnBQCbjwjRu1rmF,54,126,reggaeton
Salimos a Buscarte,Bad Bunny,spotify:track:3fET96Tvfz0hwtYLbD93wg,0,113,"musica chihuahuense, nueva musica mexicana"
Amorfoda,Bad Bunny,spotify:track:3ITvHA9zhZZdBJsOsAUegF,1,148,"musica chihuahuense, nueva musica mexicana"
Dime Si Te Acuerdas,Bad Bunny,spotify:track:49VSioK272TASR4r9vRTuP,0,132,"musica chihuahuense, nueva musica mexicana"
La Modelo,Ozuna,spotify:track:2m2ZGfJcs3lHWNPzhWH3XH,0,98,"puerto rican pop, reggaeton, trap latino, urbano latino"
Loca Remix,KHEA,spotify:track:2CRbiMK0W14l71SpDKqKZM,0,113,"argentine hip hop, trap argentino, trap latino, trap triste, urbano latino"
SUTRA,Sebastian Yatra,spotify:track:6ELe1Do1bYtaCtLqjYTglW,51,180,"colombian pop, latin pop, reggaeton, reggaeton colombiano, urbano latino"
I Like It,Cardi B,spotify:track:58q2HKrzhC3ozto2nDdN4z,79,136,
Madura (feat. Bad Bunny),Cosculluela,spotify:track:0r9d60ZYPAlFHq8qnUtkXN,5,88,"latin hip hop, reggaeton, trap latino, urbano latino"
Bipolar,Chris Jedi,spotify:track:4WzsycqZkpkS48H9AAAGux,0,152,"reggaeton, trap latino, urbano latino"
Me Niego (feat. Ozuna & Wisin),Reik,spotify:track:6jA8JUuPCGYjFcgw0AoM5T,1,94,
Tacos Altos,Farruko,spotify:track:66pK7thQ0yw1xlqw8AQSlw,59,140,"reggaeton, trap latino, urbano latino"
¿Cual es tu plan?,Bad Bunny,spotify:track:4HRDBtek0ayfLQ6uc7rjO9,0,96,"musica chihuahuense, nueva musica mexicana"
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,spotify:track:4w8niZpiMy6qz1mntFA5uM,78,96,"edm, electronic trap, pop, pop dance"
Está Rico,Marc Anthony,spotify:track:2wRkBumdItthjYP9XknImg,64,130,"latin pop, modern salsa, salsa, tropical"
Olvida el Miedo,DrefQuila,spotify:track:4Eyx6eVLTAPqnmJqcBce2A,0,94,"argentine hip hop, trap argentino, trap latino, trap triste, urbano latino"
MIA (feat. Drake),Bad Bunny,spotify:track:116H0KvKr2Zl4RPuVBruDO,37,97,"musica chihuahuense, nueva musica mexicana"
Una Lady Como Tú,Manuel Turizo,spotify:track:7MHN1aCFtLXjownGhvEQlF,71,95,"colombian pop, reggaeton, reggaeton colombiano, trap latino, urbano latino"
